runid,pa_i,seed,method,vif,mrmr,boruta,dredge,parsimony
6864,pa_i59,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6865,pa_i59,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6866,pa_i59,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6867,pa_i59,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6868,pa_i59,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6869,pa_i59,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6870,pa_i59,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6871,pa_i59,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6872,pa_i59,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6873,pa_i59,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6874,pa_i59,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6875,pa_i59,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6876,pa_i59,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6877,pa_i59,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6878,pa_i59,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6879,pa_i59,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6880,pa_i59,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6881,pa_i59,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6882,pa_i59,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6883,pa_i59,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6884,pa_i59,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6885,pa_i59,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6886,pa_i59,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6887,pa_i59,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6888,pa_i59,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6889,pa_i59,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6890,pa_i59,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6891,pa_i59,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6892,pa_i59,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6893,pa_i59,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6894,pa_i59,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6895,pa_i59,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6896,pa_i59,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6897,pa_i59,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6898,pa_i59,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6899,pa_i59,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6900,pa_i59,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6901,pa_i59,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6902,pa_i59,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6903,pa_i59,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6904,pa_i59,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6905,pa_i59,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6906,pa_i59,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6907,pa_i59,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6908,pa_i59,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6909,pa_i59,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6910,pa_i59,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6911,pa_i59,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6912,pa_i59,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6913,pa_i59,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6914,pa_i59,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6915,pa_i59,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6916,pa_i59,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6917,pa_i59,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6918,pa_i59,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6919,pa_i59,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6920,pa_i59,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6921,pa_i59,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6922,pa_i59,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6923,pa_i59,5,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6924,pa_i59,5,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6925,pa_i59,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6926,pa_i59,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6927,pa_i59,5,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6928,pa_i59,5,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6929,pa_i59,5,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6930,pa_i59,5,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6931,pa_i59,6,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6932,pa_i59,6,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6933,pa_i59,6,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6934,pa_i59,6,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6935,pa_i59,6,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6936,pa_i59,6,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6937,pa_i59,6,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6938,pa_i59,6,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6939,pa_i59,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6940,pa_i59,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6941,pa_i59,6,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6942,pa_i59,6,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6943,pa_i59,6,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6944,pa_i59,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6945,pa_i59,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6946,pa_i59,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6947,pa_i59,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6948,pa_i59,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6949,pa_i59,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6950,pa_i59,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6951,pa_i59,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6952,pa_i59,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6953,pa_i59,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6954,pa_i59,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6955,pa_i59,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6956,pa_i59,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6957,pa_i59,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6958,pa_i59,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6959,pa_i59,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6960,pa_i59,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6961,pa_i59,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6962,pa_i59,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6963,pa_i59,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6964,pa_i59,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6965,pa_i59,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6966,pa_i59,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6967,pa_i59,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6968,pa_i59,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6969,pa_i59,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6970,pa_i59,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6971,pa_i59,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6972,pa_i59,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6973,pa_i59,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6974,pa_i59,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6975,pa_i59,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6976,pa_i59,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6977,pa_i59,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6978,pa_i59,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6979,pa_i59,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6980,pa_i59,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6981,pa_i59,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6982,pa_i59,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6983,pa_i59,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6984,pa_i59,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6985,pa_i59,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
6986,pa_i59,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
6987,pa_i59,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
6988,pa_i59,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
6989,pa_i59,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
6990,pa_i59,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
6991,pa_i59,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
6992,pa_i59,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
6993,pa_i59,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
6994,pa_i59,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
6995,pa_i59,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
6996,pa_i59,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
6997,pa_i59,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
6998,pa_i59,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
6999,pa_i59,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7000,pa_i59,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7001,pa_i60,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7002,pa_i60,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7003,pa_i60,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7004,pa_i60,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7005,pa_i60,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7006,pa_i60,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7007,pa_i60,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7008,pa_i60,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7009,pa_i60,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7010,pa_i60,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7011,pa_i60,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7012,pa_i60,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7013,pa_i60,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7014,pa_i60,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7015,pa_i60,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7016,pa_i60,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7017,pa_i60,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7018,pa_i60,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7019,pa_i60,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7020,pa_i60,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7021,pa_i60,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7022,pa_i60,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7023,pa_i60,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7024,pa_i60,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7025,pa_i60,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7026,pa_i60,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7027,pa_i60,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7028,pa_i60,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7029,pa_i60,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7030,pa_i60,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7031,pa_i60,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7032,pa_i60,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7033,pa_i60,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7034,pa_i60,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7035,pa_i60,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7036,pa_i60,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7037,pa_i60,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7038,pa_i60,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7039,pa_i60,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7040,pa_i60,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7041,pa_i60,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7042,pa_i60,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7043,pa_i60,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7044,pa_i60,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7045,pa_i60,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7046,pa_i60,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7047,pa_i60,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7048,pa_i60,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7049,pa_i60,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7050,pa_i60,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7051,pa_i60,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7052,pa_i60,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7053,pa_i60,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7054,pa_i60,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7055,pa_i60,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7056,pa_i60,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7057,pa_i60,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7058,pa_i60,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7059,pa_i60,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7060,pa_i60,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7061,pa_i60,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7062,pa_i60,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7063,pa_i60,5,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7064,pa_i60,5,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7065,pa_i60,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7066,pa_i60,5,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7067,pa_i60,5,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7068,pa_i60,5,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7069,pa_i60,5,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7070,pa_i60,5,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7071,pa_i60,6,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7072,pa_i60,6,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7073,pa_i60,6,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7074,pa_i60,6,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7075,pa_i60,6,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7076,pa_i60,6,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7077,pa_i60,6,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7078,pa_i60,6,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7079,pa_i60,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7080,pa_i60,6,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7081,pa_i60,6,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7082,pa_i60,6,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7083,pa_i60,6,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7084,pa_i60,6,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7085,pa_i60,7,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7086,pa_i60,7,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7087,pa_i60,7,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7088,pa_i60,7,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7089,pa_i60,7,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7090,pa_i60,7,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7091,pa_i60,7,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7092,pa_i60,7,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7093,pa_i60,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7094,pa_i60,7,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7095,pa_i60,7,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7096,pa_i60,7,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7097,pa_i60,7,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7098,pa_i60,7,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7099,pa_i60,8,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7100,pa_i60,8,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7101,pa_i60,8,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7102,pa_i60,8,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7103,pa_i60,8,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7104,pa_i60,8,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7105,pa_i60,8,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7106,pa_i60,8,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7107,pa_i60,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7108,pa_i60,8,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7109,pa_i60,8,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7110,pa_i60,8,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7111,pa_i60,8,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7112,pa_i60,8,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7113,pa_i60,9,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7114,pa_i60,9,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7115,pa_i60,9,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7116,pa_i60,9,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7117,pa_i60,9,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7118,pa_i60,9,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7119,pa_i60,9,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7120,pa_i60,9,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7121,pa_i60,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7122,pa_i60,9,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7123,pa_i60,9,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7124,pa_i60,9,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7125,pa_i60,9,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7126,pa_i60,9,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7127,pa_i60,10,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7128,pa_i60,10,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7129,pa_i60,10,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7130,pa_i60,10,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7131,pa_i60,10,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7132,pa_i60,10,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7133,pa_i60,10,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7134,pa_i60,10,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7135,pa_i60,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7136,pa_i60,10,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7137,pa_i60,10,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7138,pa_i60,10,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7139,pa_i60,10,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7140,pa_i60,10,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7141,pa_i61,1,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7142,pa_i61,1,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7143,pa_i61,1,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7144,pa_i61,1,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7145,pa_i61,1,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7146,pa_i61,1,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7147,pa_i61,1,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7148,pa_i61,1,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7149,pa_i61,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7150,pa_i61,1,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7151,pa_i61,1,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7152,pa_i61,1,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7153,pa_i61,1,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7154,pa_i61,1,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7155,pa_i61,2,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7156,pa_i61,2,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7157,pa_i61,2,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7158,pa_i61,2,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7159,pa_i61,2,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7160,pa_i61,2,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7161,pa_i61,2,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7162,pa_i61,2,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7163,pa_i61,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7164,pa_i61,2,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7165,pa_i61,2,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7166,pa_i61,2,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7167,pa_i61,2,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7168,pa_i61,2,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7169,pa_i61,3,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7170,pa_i61,3,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7171,pa_i61,3,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7172,pa_i61,3,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7173,pa_i61,3,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7174,pa_i61,3,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7175,pa_i61,3,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7176,pa_i61,3,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7177,pa_i61,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7178,pa_i61,3,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7179,pa_i61,3,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7180,pa_i61,3,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7181,pa_i61,3,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7182,pa_i61,3,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7183,pa_i61,4,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7184,pa_i61,4,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7185,pa_i61,4,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7186,pa_i61,4,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7187,pa_i61,4,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7188,pa_i61,4,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
7189,pa_i61,4,RF-uni,FALSE,FALSE,FALSE,FALSE,FALSE
7190,pa_i61,4,RF-uni,FALSE,FALSE,FALSE,FALSE,TRUE
7191,pa_i61,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,FALSE
7192,pa_i61,4,RF-MIR,FALSE,FALSE,FALSE,FALSE,TRUE
7193,pa_i61,4,RF-BAF,FALSE,FALSE,FALSE,FALSE,FALSE
7194,pa_i61,4,RF,TRUE,FALSE,FALSE,FALSE,FALSE
7195,pa_i61,4,RF,FALSE,TRUE,FALSE,FALSE,FALSE
7196,pa_i61,4,RF,FALSE,FALSE,TRUE,FALSE,FALSE
7197,pa_i61,5,GLM-net,TRUE,FALSE,FALSE,FALSE,FALSE
7198,pa_i61,5,GLM-net,FALSE,TRUE,FALSE,FALSE,FALSE
7199,pa_i61,5,GLM-net,FALSE,FALSE,TRUE,FALSE,FALSE
7200,pa_i61,5,GLM,TRUE,FALSE,FALSE,FALSE,FALSE
7201,pa_i61,5,GLM,FALSE,TRUE,FALSE,FALSE,FALSE
7202,pa_i61,5,GLM,FALSE,FALSE,TRUE,FALSE,FALSE
